"FullName","Length"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\cover.jpg","1031102"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 01 - Dawn of Creation.flac","13038655"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 02 - Prophecy.flac","40136671"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 03 - Awakening.flac","5185631"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 04 - Revelations.flac","53314385"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 05 - The Four Horsemen.flac","8706173"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 06 - WAR.flac","35387236"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 07 - Sands of Time.flac","14817289"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 08 - Pestilence and Plagve.flac","37912576"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 09 - Death.flac","52760136"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 10 - Peace.flac","12736117"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 11 - Conquest.flac","36208907"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 12 - Lost Love.flac","27220469"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (2CD) (~ - 13 - Persecution.flac","43452453"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 01 - Solitude.flac","6175935"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 02 - Exiled.flac","43994173"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 03 - Alone.flac","55284810"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 04 - Shadows in the Flame.flac","6634828"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 05 - Visions.flac","39851855"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 06 - Hope.flac","12164717"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 07 - New Beginnings.flac","33934660"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 08 - Calm Before the Storm.flac","8795920"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 09 - Nostradamus.flac","50072590"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus (Disc 2) - 10 - Future of Mankind.flac","59817023"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Judas Priest - Nostradamus.log","14004"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\01-02.jpg","2317408"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\03-04.jpg","2355417"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\05-06.jpg","2126615"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\07-08.jpg","2309732"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\09-10.jpg","2300694"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\11-12.jpg","1335023"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\13-14.jpg","2526910"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\15-16.jpg","2467463"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\17-18.jpg","2739824"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\19-20.jpg","2499212"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\21-22.jpg","2328546"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\Back.jpg","1157082"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\CD1.jpg","1015143"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\CD2.jpg","914067"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\Cover.jpg","2098256"
"E:\JAWALE\Judas Priest\Judas Priest\2008 - Nostradamus\Cover\Inlay.jpg","1449756"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\cover.jpg","2169476"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 01 - Judas Rising (Live).flac","34183959"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 02 - Hellrider (Live).flac","45314801"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 03 - Between the Hammer~.flac","36130193"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 04 - Riding on the Wind~.flac","28312350"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 05 - Death (Live).flac","62361533"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 06 - Beyond the Realms o~.flac","53134763"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 07 - Dissident Aggressor~.flac","24197007"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 08 - A Touch of Evil (Live).flac","49713007"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 09 - Eat Me Alive (Live).flac","36538890"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 10 - Prophecy (Live).flac","47581964"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Judas Priest - A Touch of Evil - Live - 11 - Painkiller (Live).flac","57024456"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Back.jpg","2783774"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Booklet (1-6).jpg","4420480"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Booklet (2-6).jpg","4176412"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Booklet (3-6).jpg","4241546"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Booklet (4-6).jpg","4208267"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Booklet (5-6).jpg","4361382"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Booklet (6-6).jpg","3968504"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\CD.jpg","1792447"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Inlay.jpg","1633213"
"E:\JAWALE\Judas Priest\Judas Priest\2009 - A Touch Of Evil (Live)\Cover\Inside.jpg","1272615"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 01 - Rapid Fire.flac","31751846"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 02 - Metal Gods.flac","31875674"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 03 - Breaking the Law.flac","20728479"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 04 - Grinder.flac","30595189"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 05 - United.flac","25135036"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 06 - You Don't Have to B~.flac","39126359"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 07 - Living after Midnight.flac","27751481"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 08 - The Rage.flac","35481140"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 09 - Steeler.flac","34998929"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 10 - Red, White & Blue (~.flac","25499263"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 1\Judas Priest - British Steel (30th~ - 11 - Grinder (Live) (Bon~.flac","38744453"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 01 - Rapid Fire (Live).flac","34421225"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 02 - Metal Gods (Live).flac","37164604"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 03 - Breaking the Law (Live).flac","21611806"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 04 - Grinder (Live).flac","32906875"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 05 - United (Live).flac","29037693"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 06 - You Don't Have to B~.flac","43361853"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 07 - Living after Midnig~.flac","39137032"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 08 - The Rage (Live).flac","39833299"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 09 - Steeler (Live).flac","42064905"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 10 - The Ripper (Live).flac","24417120"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 11 - Hell Patrol (Live).flac","30597526"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 12 - Victim of Changes (~.flac","72485321"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 13 - Freewheel Burning (~.flac","45244876"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 14 - Diamonds and Rust (~.flac","31038179"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\CD 2\Judas Priest - British Steel 30th~ - 15 - You've Got Another~.flac","69566338"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 01.jpg","4971298"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 02.jpg","5558479"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 03.jpg","5982858"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 04.jpg","5713434"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 05.jpg","6186721"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 06.jpg","5580394"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 07.jpg","5695938"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 08.jpg","5736542"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 09.jpg","5467001"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Booklet 10.jpg","5447298"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\CD.jpg","2257846"
"E:\JAWALE\Judas Priest\Judas Priest\2010 - British Steel (30th Anniversary) [Deluxe edition]\Cover\Cover.jpg","6962869"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\cover.jpg","505366"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 01 - Dragonaut.flac","56135869"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 02 - Redeemer of Souls.flac","51370134"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 03 - Halls of Valhalla.flac","75734503"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 04 - Sword of Damocles.flac","61548704"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 05 - March of the Damned.flac","50700409"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 06 - Down in Flames.flac","51132380"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 07 - Hell & Back.flac","60431738"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 08 - Cold Blooded.flac","68360889"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 09 - Metalizer.flac","60282176"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 10 - Crossfire.flac","47764219"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 11 - Secrets of the Dead.flac","70675268"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 12 - Battle Cry.flac","67003768"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 13 - Beginning of the End.flac","59061451"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 14 - Snakebite.flac","42186627"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 15 - Tears of Blood.flac","54586617"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 16 - Creatures.flac","57190019"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 17 - Bring It On.flac","42303115"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Judas Priest - Redeemer of Souls (~ - 18 - Never Forget.flac","76519500"
"E:\JAWALE\Judas Priest\Judas Priest\2014 - Redeemer Of Souls (Delux Edition) (24-44)\Redeemer of Souls (Deluxe).pdf","6771747"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\foo_dr.txt","1576"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 01 - Firepower.flac","27661075"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 02 - Lightning Strike.flac","28430647"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 03 - Evil Never Dies.flac","33912359"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 04 - Never the Heroes.flac","34574671"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 05 - Necromancer.flac","28890925"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 06 - Children of the Sun.flac","29798444"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 07 - Guardians.flac","5098940"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 08 - Rising from Ruins.flac","43275118"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 09 - Flame Thrower.flac","36155699"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 10 - Spectre.flac","34083736"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 11 - Traitors Gate.flac","42937387"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 12 - No Surrender.flac","22849705"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 13 - Lone Wolf.flac","38332749"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower - 14 - Sea of Red.flac","39841265"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower.jpg","30306"
"E:\JAWALE\Judas Priest\Judas Priest\2018 - Firepower\Judas Priest - Firepower.log","15414"
"E:\JAWALE\Kanye West\2010 - My Beautiful Dark Twisted Fantasy\03 Kanye West - POWER.flac","34930399"
"E:\JAWALE\Kanye West\2010 - My Beautiful Dark Twisted Fantasy\audiochecker.log","2807"
"E:\JAWALE\Kanye West\2010 - My Beautiful Dark Twisted Fantasy\Cover.jpg","937188"
"E:\JAWALE\Kanye West\2010 - My Beautiful Dark Twisted Fantasy\Cover1.jpg","8050366"
"E:\JAWALE\Kanye West\2010 - My Beautiful Dark Twisted Fantasy\My Beautiful Dark Twisted Fantasy.log","12813"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\01 - Bara.flac","62184527"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\02 - Maryja Omen.flac","43226225"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\03 - Szkarlatny wir.flac","55981622"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\04 - Diabelski dom cz. IV.flac","64676648"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\05 - Milczy trup.flac","53472263"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\06 - Wolni od kleczenia.flac","30826359"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\07 - Kupa swiat.flac","42556191"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\08 - Bielun.flac","51881991"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\09 - Z boskim zyskiem.flac","47477318"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\10 - Kapucyn zamknal drzwi.flac","51895175"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\cover.jpg","13808"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\foo_dr.txt","1371"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\Kat & Roman Kostrzewski - Biało - Czarna.accurip","1632"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\Kat & Roman Kostrzewski - Biało - Czarna.cue","1811"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\Kat & Roman Kostrzewski - Biało - Czarna.log","10952"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\Covers\back.jpg","167289"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\Covers\cd.jpg","144717"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\Covers\front (2).jpg","89143"
"E:\JAWALE\Kat\& Roman Kostrzewski\09. Kat & Roman Kostrzewski - Bialo - Czarna - 2011\Covers\front.jpg","95136"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\cover.jpg","97801"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\foo_dr.txt","1531"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski - Buk - Akustycznie.accurip","1922"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski - Buk - Akustycznie.cue","2245"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski - Buk - Akustycznie.log","12026"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-01-Czas Zemsty.flac","42491182"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-02-Œpisz Jak Kamieñ.flac","32638287"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-03-£za Dla Cieniów Minionych.flac","38315172"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-04-Odi Profanum Vulgus.flac","41307823"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-05-Spojrzenie.flac","13666394"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-06-Diabelski Dom cz. 1.flac","39558883"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-07-G³as Z Ciemnoœci.flac","43630466"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-08-Robak.flac","33326125"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-09-Szkar³atny Wir.flac","52800473"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-10-Wolni Od Klêczenia.flac","28224165"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-11-£o¿e Wspólne Lecz Przytul.flac","38679532"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Kat&Roman Kostrzewski-Buk - Akustycznie-12-Trzeba Zasn¹æ.flac","35393458"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Covers\back.jpg","408284"
"E:\JAWALE\Kat\& Roman Kostrzewski\10. Kat & Roman Kostrzewski - Buk - Akustycznie - 2014\Covers\cd.jpg","278971"
