"FullName","Length"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\01-Awake-6_00.flac","44164367"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\02-Awake-Caught in a Web.flac","42642318"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\03-Awake-Innocence Faded.flac","45021763"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\04-Awake-Erotomania.flac","52342135"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\05-Awake-Voices.flac","74935086"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\06-Awake-The Silent Man.flac","25599005"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\07-Awake-The Mirror.flac","52690808"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\08-Awake-Lie.flac","51140463"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\09-Awake-Lifting Shadows Off a Dream.flac","45425936"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\10-Awake-Scarred.flac","86361265"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\11-Awake-Space-Dye Vest.flac","49257932"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\cover.jpg","772437"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\Dream Theater - Awake.accurip","12862"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\Dream Theater - Awake.cue","1911"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\Dream Theater - Awake.log","7378"
"E:\JAWALE\Dream Theater\1994 - Awake - moja\foo_dr.txt","1384"
"E:\JAWALE\Dream Theater\1995- A Change of Seasons\cover.jpg","325621"
"E:\JAWALE\Dream Theater\1995- A Change of Seasons\Dream Theater - A Change Of Seasons - 01 - A Change Of Seasons.flac","170931741"
"E:\JAWALE\Dream Theater\1995- A Change of Seasons\Dream Theater - A Change Of Seasons - 02 - Funeral For A Friend - Love Lies Bleeding.flac","73802098"
"E:\JAWALE\Dream Theater\1995- A Change of Seasons\Dream Theater - A Change Of Seasons - 03 - Perfect Strangers.flac","41260655"
"E:\JAWALE\Dream Theater\1995- A Change of Seasons\Dream Theater - A Change Of Seasons - 04 - The Roover - Achilles Last Stand - The Song Remains The Same.flac","56412999"
"E:\JAWALE\Dream Theater\1995- A Change of Seasons\Dream Theater - A Change Of Seasons - 05 - The Big Medley.flac","72992228"
"E:\JAWALE\Dream Theater\1995- A Change of Seasons\Dream Theater - A Change Of Seasons.log","9246"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\cover.jpg","1041495"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 01 - New Millennium.flac","64241102"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 02 - You Not Me.flac","40049827"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 03 - Peruvian Skies.flac","49672601"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 04 - Hollow Years.flac","43999558"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 05 - Burning My Soul.flac","44279469"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 06 - Hell's Kitchen.flac","32319378"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 07 - Lines in the Sand.flac","91745537"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 08 - Take Away My Pain.flac","44792323"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 09 - Just Let Me Breathe.flac","43399468"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 10 - Anna Lee.flac","41202005"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 11 - Trial of Tears (I I~.flac","98442058"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 12 - Take Away My Pain (~.flac","48313288"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\Dream Theater - Falling into Infinity - 13 - Speak to Me (Demo V~.flac","43795627"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\back0000.jpg","939469"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\book0000.jpg","1365483"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\book0001.jpg","1413035"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\book0002.jpg","1253773"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\book0003.jpg","1431833"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\book0004.jpg","1421384"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\book0005.jpg","1391483"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\cd.jpg","509458"
"E:\JAWALE\Dream Theater\1997 - Falling Into Infinity\artwork\cover.jpg","30767"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\06-Act I- Scene Four- Beyond This Life.foo_dr.txt","857"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\09-Act II - Scene Seven- I. The Dance Of Eternity.foo_dr.txt","871"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\cover.jpg","1013377"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2- Scenes From a Memory.log","19068"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 01 - Act I Scene One R~.flac","11171308"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 02 - Act I Scene Two I~.flac","27165630"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 03 - Act I Scene Two I~.flac","40927550"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 04 - Act I Scene Three~.flac","5426582"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 05 - Act I Scene Three~.flac","51375214"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 06 - Act I Scene Four~.flac","85748174"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 07 - Act I Scene Five~.flac","35558231"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 08 - Act II Scene Six Home.flac","96915316"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 09 - Act II Scene Seven~.flac","46459577"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 10 - Act II Scene Seven~.flac","28014705"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 11 - Act II Scene Eight~.flac","46362561"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\Dream Theater - Metropolis, Part 2~ - 12 - Act II Scene Nine~.flac","81292895"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\foo_dr.txt","1767"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\back0000.jpg","800052"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\back0001.jpg","531484"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\book0000.jpg","1321754"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\book0001.jpg","635686"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\book0002.jpg","653352"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\book0003.jpg","681942"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\book0004.jpg","645465"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\book0005.jpg","699274"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\cd.jpg","201696"
"E:\JAWALE\Dream Theater\1999 - Metropolis Pt. 2 - Scenes From A Memory\artwork\cover.jpg","36239"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\cover.jpg","2129985"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 01 - Six Degrees of Inne~.flac","48006532"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 01 - The Glass Prison.flac","104618004"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 02 - Blind Faith.flac","75828364"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 02 - Six Degrees of Inne~.flac","45007179"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 03 - Misunderstood.flac","63299543"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 03 - Six Degrees of Inne~.flac","16747810"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 04 - Six Degrees of Inne~.flac","39437922"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 04 - The Great Debate.flac","105577110"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 05 - Disappear.flac","41355886"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 05 - Six Degrees of Inne~.flac","42569538"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 06 - Six Degrees of Inne~.flac","45818410"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 07 - Six Degrees of Inne~.flac","32397547"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\Dream Theater - Six Degrees of Inne~ - 08 - Six Degrees of Inne~.flac","40440640"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\back0000.jpg","658360"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\back0001.jpg","896330"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0000.jpg","1728291"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0001.jpg","1073983"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0002.jpg","1087165"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0003.jpg","945704"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0004.jpg","401094"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0005.jpg","934160"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0006.jpg","1048343"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\book0007.jpg","1120982"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\cd0000.jpg","410942"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\cd0001.jpg","441411"
"E:\JAWALE\Dream Theater\2002 - Six Degrees Of Inner Turbulence - moja\artwork\cover.jpg","58047"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\cover.jpg","487529"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\Dream Theater - Train of Thought - 01 - As I Am.flac","59175206"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\Dream Theater - Train of Thought - 02 - This Dying Soul.flac","86890951"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\Dream Theater - Train of Thought - 03 - Endless Sacrifice.flac","84304610"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\Dream Theater - Train of Thought - 04 - Honor Thy Father.flac","77586351"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\Dream Theater - Train of Thought - 05 - Vacant.flac","16201087"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\Dream Theater - Train of Thought - 06 - Stream of Consciousness.flac","83873765"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\Dream Theater - Train of Thought - 07 - In the Name of God.flac","106257681"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\foo_dr.txt","1187"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\back.jpg","953331"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\book0000.jpg","1332875"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\book0001.jpg","1264335"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\book0002.jpg","1305940"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\book0003.jpg","1506267"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\book0004.jpg","1612061"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\book0005.jpg","1439366"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\cd.jpg","283840"
"E:\JAWALE\Dream Theater\2003 - Train of Thought - Moja\artwork\cover.jpg","35442"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\cover.jpg","701524"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 01 - The Root of All Evil.flac","60412800"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 02 - The Answer Lies Within.flac","36248610"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 03 - These Walls.flac","54756542"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 04 - I Walk Beside You.flac","33951250"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 05 - Panic Attack.flac","62494560"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 06 - Never Enough.flac","51979647"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 07 - Sacrificed Sons.flac","77870807"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium - 08 - Octavarium.flac","166288057"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\Dream Theater - Octavarium.log","12140"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\foo_dr.txt","1244"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\back0000.jpg","1019283"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\back0001.jpg","618233"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0000.jpg","1546776"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0001.jpg","1439431"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0002.jpg","1748741"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0003.jpg","1815722"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0004.jpg","1567575"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0005.jpg","1642536"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0006.jpg","1414208"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\book0007.jpg","1657231"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\cd.jpg","231643"
"E:\JAWALE\Dream Theater\2004 - Octavarium - moja\artwork\cover.jpg","25927"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\07-The Ministry Of Lost Souls.foo_dr.txt","854"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\cover.jpg","876807"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 01 - In the Presence of Enemies Pt. 1.flac","112038262"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 02 - Forsaken.flac","69041652"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 03 - Constant Motion.flac","86989557"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 04 - The Dark Eternal Night.flac","108275087"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 05 - Repentance.flac","125864176"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 06 - Prophets of War.flac","75902500"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 07 - The Ministry of Lost Souls.flac","182276544"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Dream Theater - Systematic Chaos - 08 - In the Presence of Enemies Pt. 2.flac","201535613"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Folder.jpg","284859"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\HDTracks\Systematic Chaos.pdf","1170190"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\cover.jpg","876807"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 01 - In The Presence Of Enemies - Part I.flac","68793650"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 02 - Forsaken.flac","42605352"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 03 - Constant Motion.flac","53640223"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 04 - The Dark Eternal Night.flac","65579438"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 05 - Repentance.flac","73422134"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 06 - Prophets Of War.flac","46428704"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 07 - The Ministry Of Lost Souls.flac","110536161"
"E:\JAWALE\Dream Theater\2007 - Systematic Chaos\Moja\Dream Theater - Systematic Chaos - 08 - In The Presence Of Enemies - Part II.flac","121843785"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\cover.jpg","177391"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 07 - Stargazer.flac","64211711"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 08 - Tenement Funster ~.flac","60995689"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 09 - Odyssey.flac","59563568"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 10 - Take Your Fingers f~.flac","62505750"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 11 - Larks Tongues in As~.flac","48475349"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 12 - To Tame a Land.flac","59544073"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 13 - A Nightmare to Reme~.flac","118556023"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 14 - A Rite of Passage (~.flac","66249409"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 15 - Wither (Instrumental).flac","39727258"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 16 - The Shattered Fortr~.flac","98227884"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 17 - The Best of Times (~.flac","95533662"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\Deluxe\Dream Theater - Black Clouds & Silv~ - 18 - The Count of Tuscan~.flac","137403407"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\Black Clouds & Silver Linings.pdf","877028"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\cover.jpg","229801"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\Dream Theater - Black Clouds & Silver Linings - 01 - A Nightmare to Remember.flac","217425237"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\Dream Theater - Black Clouds & Silver Linings - 02 - A Rite of Passage.flac","115437560"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\Dream Theater - Black Clouds & Silver Linings - 03 - Wither.flac","72106033"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\Dream Theater - Black Clouds & Silver Linings - 04 - The Shattered Fortress.flac","173698732"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\Dream Theater - Black Clouds & Silver Linings - 05 - The Best of Times.flac","168897524"
"E:\JAWALE\Dream Theater\2009 - Black Clouds & Silver Linings\HDTracks\Dream Theater - Black Clouds & Silver Linings - 06 - The Count of Tuscany.flac","251703620"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\0-Liner NotesHD016861776565.pdf","533708"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\cover.jpg","114377"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 01 - On the Backs of Angels.flac","112237369"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 02 - Build Me up, Break Me Down.flac","90110694"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 03 - Lost Not Forgotten.flac","132553881"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 04 - This Is the Life.flac","86430047"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 05 - Bridges in the Sky.flac","142224901"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 06 - Outcry.flac","145475802"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 07 - Far from Heaven.flac","42066744"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 08 - Breaking All Illusions.flac","161074283"
"E:\JAWALE\Dream Theater\2011 - A dramatic turn of events HDTracks\Dream Theater - A Dramatic Turn of Events - 09 - Beneath the Surface.flac","65172400"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\cover.jpg","76831"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 01 - False Awakening Suite.flac","34602733"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 02 - The Enemy Inside.flac","87473217"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 03 - The Looking Glass.flac","66102864"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 04 - Enigma MacHine.flac","81279280"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 05 - The Bigger Picture.flac","100778784"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 06 - Behind the Veil.flac","91890727"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 07 - Surrender to Reason.flac","89254420"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 08 - Along for the Ride.flac","63154018"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater - Dream Theater - 09 - Illumination Theory.flac","278993504"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\Dream Theater.pdf","14735208"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\HDTracks\foo_dr.txt","1333"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\cover.jpg","76831"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 01 - False Awakening Suite.flac","19642640"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 02 - The Enemy Inside.flac","52024773"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 03 - The Looking Glass.flac","39080517"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 04 - Enigma Machine.flac","47635138"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 05 - The Bigger Picture.flac","57909727"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 06 - Behind the Veil.flac","53591750"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 07 - Surrender to Reason.flac","52823300"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 08 - Along for the Ride.flac","36963967"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater - 09 - Illumination Theory.flac","157582098"
"E:\JAWALE\Dream Theater\2013 - Dream Theater\Moja\Dream Theater - Dream Theater.log","12968"
